track,h,eval,q,algo,domain,cov
ipc2014,ff1,lazy,FIFO,hw,visitall,0
ipc2014,ff1,lazy,FIFO,hw,transport,0
ipc2014,ff1,lazy,FIFO,hw,thoughtful,7
ipc2014,ff1,lazy,FIFO,hw,tetris,8
ipc2014,ff1,lazy,FIFO,hw,parking,2
ipc2014,ff1,lazy,FIFO,hw,openstacks,20
ipc2014,ff1,lazy,FIFO,hw,maintenance,0
ipc2014,ff1,lazy,FIFO,hw,hiking,20
ipc2014,ff1,lazy,FIFO,hw,ged,20
ipc2014,ff1,lazy,FIFO,hw,floortile,2
ipc2014,ff1,lazy,FIFO,hw,citycar,0
ipc2014,ff1,lazy,FIFO,hw,childsnack,0
ipc2014,ff1,lazy,FIFO,hw,cavediving,6
ipc2014,ff1,lazy,FIFO,hw,barman,0
ipc2014,ff1,lazy,FIFO,hw,visitall,0
ipc2014,ff1,lazy,FIFO,hw,transport,0
ipc2014,ff1,lazy,FIFO,hw,thoughtful,7
ipc2014,ff1,lazy,FIFO,hw,tetris,8
ipc2014,ff1,lazy,FIFO,hw,parking,2
ipc2014,ff1,lazy,FIFO,hw,openstacks,20
ipc2014,ff1,lazy,FIFO,hw,maintenance,0
ipc2014,ff1,lazy,FIFO,hw,hiking,20
ipc2014,ff1,lazy,FIFO,hw,ged,20
ipc2014,ff1,lazy,FIFO,hw,floortile,2
ipc2014,ff1,lazy,FIFO,hw,citycar,0
ipc2014,ff1,lazy,FIFO,hw,childsnack,0
ipc2014,ff1,lazy,FIFO,hw,cavediving,6
ipc2014,ff1,lazy,FIFO,hw,barman,0
ipc2014,ff1,lazy,FIFO,hw,visitall,0
ipc2014,ff1,lazy,FIFO,hw,transport,0
ipc2014,ff1,lazy,FIFO,hw,thoughtful,7
ipc2014,ff1,lazy,FIFO,hw,tetris,8
ipc2014,ff1,lazy,FIFO,hw,parking,2
ipc2014,ff1,lazy,FIFO,hw,openstacks,20
ipc2014,ff1,lazy,FIFO,hw,maintenance,0
ipc2014,ff1,lazy,FIFO,hw,hiking,20
ipc2014,ff1,lazy,FIFO,hw,ged,20
ipc2014,ff1,lazy,FIFO,hw,floortile,2
ipc2014,ff1,lazy,FIFO,hw,citycar,0
ipc2014,ff1,lazy,FIFO,hw,childsnack,0
ipc2014,ff1,lazy,FIFO,hw,cavediving,6
ipc2014,ff1,lazy,FIFO,hw,barman,0
ipc2014,ff1,lazy,FIFO,hw,visitall,0
ipc2014,ff1,lazy,FIFO,hw,transport,0
ipc2014,ff1,lazy,FIFO,hw,thoughtful,7
ipc2014,ff1,lazy,FIFO,hw,tetris,8
ipc2014,ff1,lazy,FIFO,hw,parking,1
ipc2014,ff1,lazy,FIFO,hw,openstacks,20
ipc2014,ff1,lazy,FIFO,hw,maintenance,0
ipc2014,ff1,lazy,FIFO,hw,hiking,20
ipc2014,ff1,lazy,FIFO,hw,ged,20
ipc2014,ff1,lazy,FIFO,hw,floortile,2
ipc2014,ff1,lazy,FIFO,hw,citycar,0
ipc2014,ff1,lazy,FIFO,hw,childsnack,0
ipc2014,ff1,lazy,FIFO,hw,cavediving,6
ipc2014,ff1,lazy,FIFO,hw,barman,0
ipc2014,ff1,eager,FIFO,hw,visitall,0
ipc2014,ff1,eager,FIFO,hw,transport,0
ipc2014,ff1,eager,FIFO,hw,thoughtful,7
ipc2014,ff1,eager,FIFO,hw,tetris,11
ipc2014,ff1,eager,FIFO,hw,parking,2
ipc2014,ff1,eager,FIFO,hw,openstacks,12
ipc2014,ff1,eager,FIFO,hw,maintenance,8
ipc2014,ff1,eager,FIFO,hw,hiking,20
ipc2014,ff1,eager,FIFO,hw,ged,20
ipc2014,ff1,eager,FIFO,hw,floortile,2
ipc2014,ff1,eager,FIFO,hw,citycar,0
ipc2014,ff1,eager,FIFO,hw,childsnack,0
ipc2014,ff1,eager,FIFO,hw,cavediving,6
ipc2014,ff1,eager,FIFO,hw,barman,0
ipc2014,ff1,eager,FIFO,hw,visitall,0
ipc2014,ff1,eager,FIFO,hw,transport,0
ipc2014,ff1,eager,FIFO,hw,thoughtful,7
ipc2014,ff1,eager,FIFO,hw,tetris,11
ipc2014,ff1,eager,FIFO,hw,parking,3
ipc2014,ff1,eager,FIFO,hw,openstacks,12
ipc2014,ff1,eager,FIFO,hw,maintenance,8
ipc2014,ff1,eager,FIFO,hw,hiking,20
ipc2014,ff1,eager,FIFO,hw,ged,20
ipc2014,ff1,eager,FIFO,hw,floortile,2
ipc2014,ff1,eager,FIFO,hw,citycar,0
ipc2014,ff1,eager,FIFO,hw,childsnack,0
ipc2014,ff1,eager,FIFO,hw,cavediving,6
ipc2014,ff1,eager,FIFO,hw,barman,0
ipc2014,ff1,eager,FIFO,hw,visitall,0
ipc2014,ff1,eager,FIFO,hw,transport,0
ipc2014,ff1,eager,FIFO,hw,thoughtful,7
ipc2014,ff1,eager,FIFO,hw,tetris,11
ipc2014,ff1,eager,FIFO,hw,parking,3
ipc2014,ff1,eager,FIFO,hw,openstacks,12
ipc2014,ff1,eager,FIFO,hw,maintenance,8
ipc2014,ff1,eager,FIFO,hw,hiking,20
ipc2014,ff1,eager,FIFO,hw,ged,20
ipc2014,ff1,eager,FIFO,hw,floortile,2
ipc2014,ff1,eager,FIFO,hw,citycar,0
ipc2014,ff1,eager,FIFO,hw,childsnack,0
ipc2014,ff1,eager,FIFO,hw,cavediving,6
ipc2014,ff1,eager,FIFO,hw,barman,0
ipc2014,ff1,eager,FIFO,hw,visitall,0
ipc2014,ff1,eager,FIFO,hw,transport,0
ipc2014,ff1,eager,FIFO,hw,thoughtful,7
ipc2014,ff1,eager,FIFO,hw,tetris,11
ipc2014,ff1,eager,FIFO,hw,parking,3
ipc2014,ff1,eager,FIFO,hw,openstacks,13
ipc2014,ff1,eager,FIFO,hw,maintenance,8
ipc2014,ff1,eager,FIFO,hw,hiking,20
ipc2014,ff1,eager,FIFO,hw,ged,20
ipc2014,ff1,eager,FIFO,hw,floortile,2
ipc2014,ff1,eager,FIFO,hw,citycar,0
ipc2014,ff1,eager,FIFO,hw,childsnack,0
ipc2014,ff1,eager,FIFO,hw,cavediving,6
ipc2014,ff1,eager,FIFO,hw,barman,0
ipc2014,cg1,lazy,FIFO,hw,visitall,0
ipc2014,cg1,lazy,FIFO,hw,transport,4
ipc2014,cg1,lazy,FIFO,hw,thoughtful,5
ipc2014,cg1,lazy,FIFO,hw,tetris,20
ipc2014,cg1,lazy,FIFO,hw,parking,7
ipc2014,cg1,lazy,FIFO,hw,openstacks,9
ipc2014,cg1,lazy,FIFO,hw,maintenance,0
ipc2014,cg1,lazy,FIFO,hw,hiking,16
ipc2014,cg1,lazy,FIFO,hw,ged,0
ipc2014,cg1,lazy,FIFO,hw,floortile,0
ipc2014,cg1,lazy,FIFO,hw,citycar,3
ipc2014,cg1,lazy,FIFO,hw,childsnack,0
ipc2014,cg1,lazy,FIFO,hw,cavediving,7
ipc2014,cg1,lazy,FIFO,hw,barman,0
ipc2014,cg1,lazy,FIFO,hw,visitall,0
ipc2014,cg1,lazy,FIFO,hw,transport,4
ipc2014,cg1,lazy,FIFO,hw,thoughtful,5
ipc2014,cg1,lazy,FIFO,hw,tetris,20
ipc2014,cg1,lazy,FIFO,hw,parking,7
ipc2014,cg1,lazy,FIFO,hw,openstacks,9
ipc2014,cg1,lazy,FIFO,hw,maintenance,0
ipc2014,cg1,lazy,FIFO,hw,hiking,16
ipc2014,cg1,lazy,FIFO,hw,ged,0
ipc2014,cg1,lazy,FIFO,hw,floortile,0
ipc2014,cg1,lazy,FIFO,hw,citycar,3
ipc2014,cg1,lazy,FIFO,hw,childsnack,0
ipc2014,cg1,lazy,FIFO,hw,cavediving,7
ipc2014,cg1,lazy,FIFO,hw,barman,0
ipc2014,cg1,lazy,FIFO,hw,visitall,0
ipc2014,cg1,lazy,FIFO,hw,transport,4
ipc2014,cg1,lazy,FIFO,hw,thoughtful,5
ipc2014,cg1,lazy,FIFO,hw,tetris,20
ipc2014,cg1,lazy,FIFO,hw,parking,8
ipc2014,cg1,lazy,FIFO,hw,openstacks,9
ipc2014,cg1,lazy,FIFO,hw,maintenance,0
ipc2014,cg1,lazy,FIFO,hw,hiking,16
ipc2014,cg1,lazy,FIFO,hw,ged,0
ipc2014,cg1,lazy,FIFO,hw,floortile,0
ipc2014,cg1,lazy,FIFO,hw,citycar,3
ipc2014,cg1,lazy,FIFO,hw,childsnack,0
ipc2014,cg1,lazy,FIFO,hw,cavediving,7
ipc2014,cg1,lazy,FIFO,hw,barman,0
ipc2014,cg1,lazy,FIFO,hw,visitall,0
ipc2014,cg1,lazy,FIFO,hw,transport,4
ipc2014,cg1,lazy,FIFO,hw,thoughtful,5
ipc2014,cg1,lazy,FIFO,hw,tetris,20
ipc2014,cg1,lazy,FIFO,hw,parking,7
ipc2014,cg1,lazy,FIFO,hw,openstacks,10
ipc2014,cg1,lazy,FIFO,hw,maintenance,0
ipc2014,cg1,lazy,FIFO,hw,hiking,16
ipc2014,cg1,lazy,FIFO,hw,ged,0
ipc2014,cg1,lazy,FIFO,hw,floortile,0
ipc2014,cg1,lazy,FIFO,hw,citycar,3
ipc2014,cg1,lazy,FIFO,hw,childsnack,0
ipc2014,cg1,lazy,FIFO,hw,cavediving,7
ipc2014,cg1,lazy,FIFO,hw,barman,0
ipc2014,cg1,eager,FIFO,hw,visitall,0
ipc2014,cg1,eager,FIFO,hw,transport,5
ipc2014,cg1,eager,FIFO,hw,thoughtful,5
ipc2014,cg1,eager,FIFO,hw,tetris,20
ipc2014,cg1,eager,FIFO,hw,parking,10
ipc2014,cg1,eager,FIFO,hw,openstacks,2
ipc2014,cg1,eager,FIFO,hw,maintenance,16
ipc2014,cg1,eager,FIFO,hw,hiking,18
ipc2014,cg1,eager,FIFO,hw,ged,0
ipc2014,cg1,eager,FIFO,hw,floortile,0
ipc2014,cg1,eager,FIFO,hw,citycar,3
ipc2014,cg1,eager,FIFO,hw,childsnack,0
ipc2014,cg1,eager,FIFO,hw,cavediving,7
ipc2014,cg1,eager,FIFO,hw,barman,0
ipc2014,cg1,eager,FIFO,hw,visitall,0
ipc2014,cg1,eager,FIFO,hw,transport,5
ipc2014,cg1,eager,FIFO,hw,thoughtful,5
ipc2014,cg1,eager,FIFO,hw,tetris,20
ipc2014,cg1,eager,FIFO,hw,parking,12
ipc2014,cg1,eager,FIFO,hw,openstacks,2
ipc2014,cg1,eager,FIFO,hw,maintenance,16
ipc2014,cg1,eager,FIFO,hw,hiking,18
ipc2014,cg1,eager,FIFO,hw,ged,0
ipc2014,cg1,eager,FIFO,hw,floortile,0
ipc2014,cg1,eager,FIFO,hw,citycar,3
ipc2014,cg1,eager,FIFO,hw,childsnack,0
ipc2014,cg1,eager,FIFO,hw,cavediving,7
ipc2014,cg1,eager,FIFO,hw,barman,0
ipc2014,cg1,eager,FIFO,hw,visitall,0
ipc2014,cg1,eager,FIFO,hw,transport,5
ipc2014,cg1,eager,FIFO,hw,thoughtful,5
ipc2014,cg1,eager,FIFO,hw,tetris,20
ipc2014,cg1,eager,FIFO,hw,parking,10
ipc2014,cg1,eager,FIFO,hw,openstacks,1
ipc2014,cg1,eager,FIFO,hw,maintenance,16
ipc2014,cg1,eager,FIFO,hw,hiking,18
ipc2014,cg1,eager,FIFO,hw,ged,0
ipc2014,cg1,eager,FIFO,hw,floortile,0
ipc2014,cg1,eager,FIFO,hw,citycar,3
ipc2014,cg1,eager,FIFO,hw,childsnack,0
ipc2014,cg1,eager,FIFO,hw,cavediving,7
ipc2014,cg1,eager,FIFO,hw,barman,0
ipc2014,cg1,eager,FIFO,hw,visitall,0
ipc2014,cg1,eager,FIFO,hw,transport,5
ipc2014,cg1,eager,FIFO,hw,thoughtful,5
ipc2014,cg1,eager,FIFO,hw,tetris,20
ipc2014,cg1,eager,FIFO,hw,parking,11
ipc2014,cg1,eager,FIFO,hw,openstacks,2
ipc2014,cg1,eager,FIFO,hw,maintenance,16
ipc2014,cg1,eager,FIFO,hw,hiking,18
ipc2014,cg1,eager,FIFO,hw,ged,0
ipc2014,cg1,eager,FIFO,hw,floortile,0
ipc2014,cg1,eager,FIFO,hw,citycar,3
ipc2014,cg1,eager,FIFO,hw,childsnack,0
ipc2014,cg1,eager,FIFO,hw,cavediving,7
ipc2014,cg1,eager,FIFO,hw,barman,0
ipc2011,ff1,lazy,FIFO,hw,woodworking,12
ipc2011,ff1,lazy,FIFO,hw,visitall,4
ipc2011,ff1,lazy,FIFO,hw,transport,0
ipc2011,ff1,lazy,FIFO,hw,tidybot,16
ipc2011,ff1,lazy,FIFO,hw,sokoban,19
ipc2011,ff1,lazy,FIFO,hw,scanalyzer,16
ipc2011,ff1,lazy,FIFO,hw,pegsol,20
ipc2011,ff1,lazy,FIFO,hw,parking,5
ipc2011,ff1,lazy,FIFO,hw,parcprinter,18
ipc2011,ff1,lazy,FIFO,hw,openstacks,20
ipc2011,ff1,lazy,FIFO,hw,nomystery,7
ipc2011,ff1,lazy,FIFO,hw,floortile,4
ipc2011,ff1,lazy,FIFO,hw,elevators,16
ipc2011,ff1,lazy,FIFO,hw,barman,8
ipc2011,ff1,lazy,FIFO,hw,woodworking,12
ipc2011,ff1,lazy,FIFO,hw,visitall,4
ipc2011,ff1,lazy,FIFO,hw,transport,0
ipc2011,ff1,lazy,FIFO,hw,tidybot,16
ipc2011,ff1,lazy,FIFO,hw,sokoban,19
ipc2011,ff1,lazy,FIFO,hw,scanalyzer,16
ipc2011,ff1,lazy,FIFO,hw,pegsol,20
ipc2011,ff1,lazy,FIFO,hw,parking,5
ipc2011,ff1,lazy,FIFO,hw,parcprinter,18
ipc2011,ff1,lazy,FIFO,hw,openstacks,20
ipc2011,ff1,lazy,FIFO,hw,nomystery,7
ipc2011,ff1,lazy,FIFO,hw,floortile,4
ipc2011,ff1,lazy,FIFO,hw,elevators,16
ipc2011,ff1,lazy,FIFO,hw,barman,8
ipc2011,ff1,lazy,FIFO,hw,woodworking,12
ipc2011,ff1,lazy,FIFO,hw,visitall,4
ipc2011,ff1,lazy,FIFO,hw,transport,0
ipc2011,ff1,lazy,FIFO,hw,tidybot,16
ipc2011,ff1,lazy,FIFO,hw,sokoban,19
ipc2011,ff1,lazy,FIFO,hw,scanalyzer,16
ipc2011,ff1,lazy,FIFO,hw,pegsol,20
ipc2011,ff1,lazy,FIFO,hw,parking,6
ipc2011,ff1,lazy,FIFO,hw,parcprinter,18
ipc2011,ff1,lazy,FIFO,hw,openstacks,20
ipc2011,ff1,lazy,FIFO,hw,nomystery,7
ipc2011,ff1,lazy,FIFO,hw,floortile,4
ipc2011,ff1,lazy,FIFO,hw,elevators,16
ipc2011,ff1,lazy,FIFO,hw,barman,8
ipc2011,ff1,lazy,FIFO,hw,woodworking,12
ipc2011,ff1,lazy,FIFO,hw,visitall,4
ipc2011,ff1,lazy,FIFO,hw,transport,0
ipc2011,ff1,lazy,FIFO,hw,tidybot,16
ipc2011,ff1,lazy,FIFO,hw,sokoban,19
ipc2011,ff1,lazy,FIFO,hw,scanalyzer,16
ipc2011,ff1,lazy,FIFO,hw,pegsol,20
ipc2011,ff1,lazy,FIFO,hw,parking,6
ipc2011,ff1,lazy,FIFO,hw,parcprinter,18
ipc2011,ff1,lazy,FIFO,hw,openstacks,20
ipc2011,ff1,lazy,FIFO,hw,nomystery,7
ipc2011,ff1,lazy,FIFO,hw,floortile,4
ipc2011,ff1,lazy,FIFO,hw,elevators,16
ipc2011,ff1,lazy,FIFO,hw,barman,8
ipc2011,ff1,eager,FIFO,hw,woodworking,3
ipc2011,ff1,eager,FIFO,hw,visitall,4
ipc2011,ff1,eager,FIFO,hw,transport,0
ipc2011,ff1,eager,FIFO,hw,tidybot,15
ipc2011,ff1,eager,FIFO,hw,sokoban,19
ipc2011,ff1,eager,FIFO,hw,scanalyzer,15
ipc2011,ff1,eager,FIFO,hw,pegsol,20
ipc2011,ff1,eager,FIFO,hw,parking,10
ipc2011,ff1,eager,FIFO,hw,parcprinter,20
ipc2011,ff1,eager,FIFO,hw,openstacks,18
ipc2011,ff1,eager,FIFO,hw,nomystery,8
ipc2011,ff1,eager,FIFO,hw,floortile,5
ipc2011,ff1,eager,FIFO,hw,elevators,17
ipc2011,ff1,eager,FIFO,hw,barman,9
ipc2011,ff1,eager,FIFO,hw,woodworking,3
ipc2011,ff1,eager,FIFO,hw,visitall,4
ipc2011,ff1,eager,FIFO,hw,transport,0
ipc2011,ff1,eager,FIFO,hw,tidybot,15
ipc2011,ff1,eager,FIFO,hw,sokoban,19
ipc2011,ff1,eager,FIFO,hw,scanalyzer,16
ipc2011,ff1,eager,FIFO,hw,pegsol,20
ipc2011,ff1,eager,FIFO,hw,parking,10
ipc2011,ff1,eager,FIFO,hw,parcprinter,20
ipc2011,ff1,eager,FIFO,hw,openstacks,19
ipc2011,ff1,eager,FIFO,hw,nomystery,8
ipc2011,ff1,eager,FIFO,hw,floortile,5
ipc2011,ff1,eager,FIFO,hw,elevators,17
ipc2011,ff1,eager,FIFO,hw,barman,9
ipc2011,ff1,eager,FIFO,hw,woodworking,3
ipc2011,ff1,eager,FIFO,hw,visitall,4
ipc2011,ff1,eager,FIFO,hw,transport,0
ipc2011,ff1,eager,FIFO,hw,tidybot,15
ipc2011,ff1,eager,FIFO,hw,sokoban,19
ipc2011,ff1,eager,FIFO,hw,scanalyzer,16
ipc2011,ff1,eager,FIFO,hw,pegsol,20
ipc2011,ff1,eager,FIFO,hw,parking,10
ipc2011,ff1,eager,FIFO,hw,parcprinter,20
ipc2011,ff1,eager,FIFO,hw,openstacks,19
ipc2011,ff1,eager,FIFO,hw,nomystery,8
ipc2011,ff1,eager,FIFO,hw,floortile,5
ipc2011,ff1,eager,FIFO,hw,elevators,17
ipc2011,ff1,eager,FIFO,hw,barman,9
ipc2011,ff1,eager,FIFO,hw,woodworking,3
ipc2011,ff1,eager,FIFO,hw,visitall,4
ipc2011,ff1,eager,FIFO,hw,transport,0
ipc2011,ff1,eager,FIFO,hw,tidybot,15
ipc2011,ff1,eager,FIFO,hw,sokoban,19
ipc2011,ff1,eager,FIFO,hw,scanalyzer,16
ipc2011,ff1,eager,FIFO,hw,pegsol,20
ipc2011,ff1,eager,FIFO,hw,parking,10
ipc2011,ff1,eager,FIFO,hw,parcprinter,20
ipc2011,ff1,eager,FIFO,hw,openstacks,19
ipc2011,ff1,eager,FIFO,hw,nomystery,8
ipc2011,ff1,eager,FIFO,hw,floortile,5
ipc2011,ff1,eager,FIFO,hw,elevators,17
ipc2011,ff1,eager,FIFO,hw,barman,9
ipc2011,cg1,lazy,FIFO,hw,woodworking,1
ipc2011,cg1,lazy,FIFO,hw,visitall,3
ipc2011,cg1,lazy,FIFO,hw,transport,9
ipc2011,cg1,lazy,FIFO,hw,tidybot,14
ipc2011,cg1,lazy,FIFO,hw,sokoban,15
ipc2011,cg1,lazy,FIFO,hw,scanalyzer,20
ipc2011,cg1,lazy,FIFO,hw,pegsol,20
ipc2011,cg1,lazy,FIFO,hw,parking,18
ipc2011,cg1,lazy,FIFO,hw,parcprinter,20
ipc2011,cg1,lazy,FIFO,hw,openstacks,16
ipc2011,cg1,lazy,FIFO,hw,nomystery,5
ipc2011,cg1,lazy,FIFO,hw,floortile,0
ipc2011,cg1,lazy,FIFO,hw,elevators,8
ipc2011,cg1,lazy,FIFO,hw,barman,0
ipc2011,cg1,lazy,FIFO,hw,woodworking,1
ipc2011,cg1,lazy,FIFO,hw,visitall,3
ipc2011,cg1,lazy,FIFO,hw,transport,10
ipc2011,cg1,lazy,FIFO,hw,tidybot,14
ipc2011,cg1,lazy,FIFO,hw,sokoban,15
ipc2011,cg1,lazy,FIFO,hw,scanalyzer,20
ipc2011,cg1,lazy,FIFO,hw,pegsol,20
ipc2011,cg1,lazy,FIFO,hw,parking,19
ipc2011,cg1,lazy,FIFO,hw,parcprinter,20
ipc2011,cg1,lazy,FIFO,hw,openstacks,16
ipc2011,cg1,lazy,FIFO,hw,nomystery,5
ipc2011,cg1,lazy,FIFO,hw,floortile,0
ipc2011,cg1,lazy,FIFO,hw,elevators,8
ipc2011,cg1,lazy,FIFO,hw,barman,0
ipc2011,cg1,lazy,FIFO,hw,woodworking,1
ipc2011,cg1,lazy,FIFO,hw,visitall,3
ipc2011,cg1,lazy,FIFO,hw,transport,9
ipc2011,cg1,lazy,FIFO,hw,tidybot,14
ipc2011,cg1,lazy,FIFO,hw,sokoban,15
ipc2011,cg1,lazy,FIFO,hw,scanalyzer,20
ipc2011,cg1,lazy,FIFO,hw,pegsol,20
ipc2011,cg1,lazy,FIFO,hw,parking,18
ipc2011,cg1,lazy,FIFO,hw,parcprinter,20
ipc2011,cg1,lazy,FIFO,hw,openstacks,16
ipc2011,cg1,lazy,FIFO,hw,nomystery,5
ipc2011,cg1,lazy,FIFO,hw,floortile,0
ipc2011,cg1,lazy,FIFO,hw,elevators,8
ipc2011,cg1,lazy,FIFO,hw,barman,0
ipc2011,cg1,lazy,FIFO,hw,woodworking,1
ipc2011,cg1,lazy,FIFO,hw,visitall,3
ipc2011,cg1,lazy,FIFO,hw,transport,10
ipc2011,cg1,lazy,FIFO,hw,tidybot,14
ipc2011,cg1,lazy,FIFO,hw,sokoban,15
ipc2011,cg1,lazy,FIFO,hw,scanalyzer,20
ipc2011,cg1,lazy,FIFO,hw,pegsol,20
ipc2011,cg1,lazy,FIFO,hw,parking,19
ipc2011,cg1,lazy,FIFO,hw,parcprinter,20
ipc2011,cg1,lazy,FIFO,hw,openstacks,16
ipc2011,cg1,lazy,FIFO,hw,nomystery,5
ipc2011,cg1,lazy,FIFO,hw,floortile,0
ipc2011,cg1,lazy,FIFO,hw,elevators,8
ipc2011,cg1,lazy,FIFO,hw,barman,0
ipc2011,cg1,eager,FIFO,hw,woodworking,2
ipc2011,cg1,eager,FIFO,hw,visitall,3
ipc2011,cg1,eager,FIFO,hw,transport,11
ipc2011,cg1,eager,FIFO,hw,tidybot,17
ipc2011,cg1,eager,FIFO,hw,sokoban,16
ipc2011,cg1,eager,FIFO,hw,scanalyzer,20
ipc2011,cg1,eager,FIFO,hw,pegsol,20
ipc2011,cg1,eager,FIFO,hw,parking,20
ipc2011,cg1,eager,FIFO,hw,parcprinter,19
ipc2011,cg1,eager,FIFO,hw,openstacks,12
ipc2011,cg1,eager,FIFO,hw,nomystery,7
ipc2011,cg1,eager,FIFO,hw,floortile,0
ipc2011,cg1,eager,FIFO,hw,elevators,9
ipc2011,cg1,eager,FIFO,hw,barman,0
ipc2011,cg1,eager,FIFO,hw,woodworking,2
ipc2011,cg1,eager,FIFO,hw,visitall,3
ipc2011,cg1,eager,FIFO,hw,transport,10
ipc2011,cg1,eager,FIFO,hw,tidybot,17
ipc2011,cg1,eager,FIFO,hw,sokoban,16
ipc2011,cg1,eager,FIFO,hw,scanalyzer,20
ipc2011,cg1,eager,FIFO,hw,pegsol,20
ipc2011,cg1,eager,FIFO,hw,parking,20
ipc2011,cg1,eager,FIFO,hw,parcprinter,19
ipc2011,cg1,eager,FIFO,hw,openstacks,12
ipc2011,cg1,eager,FIFO,hw,nomystery,7
ipc2011,cg1,eager,FIFO,hw,floortile,0
ipc2011,cg1,eager,FIFO,hw,elevators,9
ipc2011,cg1,eager,FIFO,hw,barman,0
ipc2011,cg1,eager,FIFO,hw,woodworking,2
ipc2011,cg1,eager,FIFO,hw,visitall,3
ipc2011,cg1,eager,FIFO,hw,transport,11
ipc2011,cg1,eager,FIFO,hw,tidybot,17
ipc2011,cg1,eager,FIFO,hw,sokoban,16
ipc2011,cg1,eager,FIFO,hw,scanalyzer,20
ipc2011,cg1,eager,FIFO,hw,pegsol,20
ipc2011,cg1,eager,FIFO,hw,parking,20
ipc2011,cg1,eager,FIFO,hw,parcprinter,19
ipc2011,cg1,eager,FIFO,hw,openstacks,12
ipc2011,cg1,eager,FIFO,hw,nomystery,7
ipc2011,cg1,eager,FIFO,hw,floortile,0
ipc2011,cg1,eager,FIFO,hw,elevators,9
ipc2011,cg1,eager,FIFO,hw,barman,0
ipc2011,cg1,eager,FIFO,hw,woodworking,2
ipc2011,cg1,eager,FIFO,hw,visitall,3
ipc2011,cg1,eager,FIFO,hw,transport,11
ipc2011,cg1,eager,FIFO,hw,tidybot,17
ipc2011,cg1,eager,FIFO,hw,sokoban,16
ipc2011,cg1,eager,FIFO,hw,scanalyzer,20
ipc2011,cg1,eager,FIFO,hw,pegsol,20
ipc2011,cg1,eager,FIFO,hw,parking,19
ipc2011,cg1,eager,FIFO,hw,parcprinter,19
ipc2011,cg1,eager,FIFO,hw,openstacks,12
ipc2011,cg1,eager,FIFO,hw,nomystery,7
ipc2011,cg1,eager,FIFO,hw,floortile,0
ipc2011,cg1,eager,FIFO,hw,elevators,9
ipc2011,cg1,eager,FIFO,hw,barman,0
ipc2014,ff1,lazy,FIFO,hD,visitall,0
ipc2014,ff1,lazy,FIFO,hD,transport,0
ipc2014,ff1,lazy,FIFO,hD,thoughtful,10
ipc2014,ff1,lazy,FIFO,hD,tetris,3
ipc2014,ff1,lazy,FIFO,hD,parking,1
ipc2014,ff1,lazy,FIFO,hD,openstacks,18
ipc2014,ff1,lazy,FIFO,hD,maintenance,8
ipc2014,ff1,lazy,FIFO,hD,hiking,20
ipc2014,ff1,lazy,FIFO,hD,ged,17
ipc2014,ff1,lazy,FIFO,hD,floortile,2
ipc2014,ff1,lazy,FIFO,hD,citycar,11
ipc2014,ff1,lazy,FIFO,hD,childsnack,0
ipc2014,ff1,lazy,FIFO,hD,cavediving,7
ipc2014,ff1,lazy,FIFO,hD,barman,0
ipc2014,ff1,lazy,FIFO,hD,visitall,0
ipc2014,ff1,lazy,FIFO,hD,transport,0
ipc2014,ff1,lazy,FIFO,hD,thoughtful,11
ipc2014,ff1,lazy,FIFO,hD,tetris,3
ipc2014,ff1,lazy,FIFO,hD,parking,2
ipc2014,ff1,lazy,FIFO,hD,openstacks,18
ipc2014,ff1,lazy,FIFO,hD,maintenance,11
ipc2014,ff1,lazy,FIFO,hD,hiking,20
ipc2014,ff1,lazy,FIFO,hD,ged,17
ipc2014,ff1,lazy,FIFO,hD,floortile,2
ipc2014,ff1,lazy,FIFO,hD,citycar,10
ipc2014,ff1,lazy,FIFO,hD,childsnack,0
ipc2014,ff1,lazy,FIFO,hD,cavediving,7
ipc2014,ff1,lazy,FIFO,hD,barman,0
ipc2014,ff1,lazy,FIFO,hD,visitall,0
ipc2014,ff1,lazy,FIFO,hD,transport,0
ipc2014,ff1,lazy,FIFO,hD,thoughtful,14
ipc2014,ff1,lazy,FIFO,hD,tetris,5
ipc2014,ff1,lazy,FIFO,hD,parking,3
ipc2014,ff1,lazy,FIFO,hD,openstacks,18
ipc2014,ff1,lazy,FIFO,hD,maintenance,8
ipc2014,ff1,lazy,FIFO,hD,hiking,20
ipc2014,ff1,lazy,FIFO,hD,ged,16
ipc2014,ff1,lazy,FIFO,hD,floortile,2
ipc2014,ff1,lazy,FIFO,hD,citycar,12
ipc2014,ff1,lazy,FIFO,hD,childsnack,0
ipc2014,ff1,lazy,FIFO,hD,cavediving,8
ipc2014,ff1,lazy,FIFO,hD,barman,0
ipc2014,ff1,lazy,FIFO,hD,visitall,0
ipc2014,ff1,lazy,FIFO,hD,transport,0
ipc2014,ff1,lazy,FIFO,hD,thoughtful,11
ipc2014,ff1,lazy,FIFO,hD,tetris,3
ipc2014,ff1,lazy,FIFO,hD,parking,1
ipc2014,ff1,lazy,FIFO,hD,openstacks,18
ipc2014,ff1,lazy,FIFO,hD,maintenance,7
ipc2014,ff1,lazy,FIFO,hD,hiking,20
ipc2014,ff1,lazy,FIFO,hD,ged,16
ipc2014,ff1,lazy,FIFO,hD,floortile,2
ipc2014,ff1,lazy,FIFO,hD,citycar,12
