track,h,eval,q,algo,domain,cov
ipc2014,ff1,eager,FIFO,hsS^,visitall,3
ipc2014,ff1,eager,FIFO,hsS^,transport,0
ipc2014,ff1,eager,FIFO,hsS^,thoughtful,7
ipc2014,ff1,eager,FIFO,hsS^,tetris,11
ipc2014,ff1,eager,FIFO,hsS^,parking,5
ipc2014,ff1,eager,FIFO,hsS^,openstacks,14
ipc2014,ff1,eager,FIFO,hsS^,maintenance,4
ipc2014,ff1,eager,FIFO,hsS^,hiking,20
ipc2014,ff1,eager,FIFO,hsS^,ged,13
ipc2014,ff1,eager,FIFO,hsS^,floortile,2
ipc2014,ff1,eager,FIFO,hsS^,citycar,3
ipc2014,ff1,eager,FIFO,hsS^,childsnack,0
ipc2014,ff1,eager,FIFO,hsS^,cavediving,7
ipc2014,ff1,eager,FIFO,hsS^,barman,4
ipc2014,ff1,eager,FIFO,hsS^,visitall,4
ipc2014,ff1,eager,FIFO,hsS^,transport,0
ipc2014,ff1,eager,FIFO,hsS^,thoughtful,12
ipc2014,ff1,eager,FIFO,hsS^,tetris,13
ipc2014,ff1,eager,FIFO,hsS^,parking,3
ipc2014,ff1,eager,FIFO,hsS^,openstacks,15
ipc2014,ff1,eager,FIFO,hsS^,maintenance,3
ipc2014,ff1,eager,FIFO,hsS^,hiking,20
ipc2014,ff1,eager,FIFO,hsS^,ged,13
ipc2014,ff1,eager,FIFO,hsS^,floortile,2
ipc2014,ff1,eager,FIFO,hsS^,citycar,4
ipc2014,ff1,eager,FIFO,hsS^,childsnack,0
ipc2014,ff1,eager,FIFO,hsS^,cavediving,7
ipc2014,ff1,eager,FIFO,hsS^,barman,6
ipc2014,ff1,eager,FIFO,hsS^,visitall,4
ipc2014,ff1,eager,FIFO,hsS^,transport,0
ipc2014,ff1,eager,FIFO,hsS^,thoughtful,10
ipc2014,ff1,eager,FIFO,hsS^,tetris,12
ipc2014,ff1,eager,FIFO,hsS^,parking,6
ipc2014,ff1,eager,FIFO,hsS^,openstacks,15
ipc2014,ff1,eager,FIFO,hsS^,maintenance,7
ipc2014,ff1,eager,FIFO,hsS^,hiking,20
ipc2014,ff1,eager,FIFO,hsS^,ged,12
ipc2014,ff1,eager,FIFO,hsS^,floortile,2
ipc2014,ff1,eager,FIFO,hsS^,citycar,5
ipc2014,ff1,eager,FIFO,hsS^,childsnack,0
ipc2014,ff1,eager,FIFO,hsS^,cavediving,7
ipc2014,ff1,eager,FIFO,hsS^,barman,6
ipc2014,ff1,eager,FIFO,hsS^,visitall,4
ipc2014,ff1,eager,FIFO,hsS^,transport,0
ipc2014,ff1,eager,FIFO,hsS^,thoughtful,9
ipc2014,ff1,eager,FIFO,hsS^,tetris,11
ipc2014,ff1,eager,FIFO,hsS^,parking,6
ipc2014,ff1,eager,FIFO,hsS^,openstacks,15
ipc2014,ff1,eager,FIFO,hsS^,maintenance,7
ipc2014,ff1,eager,FIFO,hsS^,hiking,20
ipc2014,ff1,eager,FIFO,hsS^,ged,12
ipc2014,ff1,eager,FIFO,hsS^,floortile,2
ipc2014,ff1,eager,FIFO,hsS^,citycar,5
ipc2014,ff1,eager,FIFO,hsS^,childsnack,0
ipc2014,ff1,eager,FIFO,hsS^,cavediving,7
ipc2014,ff1,eager,FIFO,hsS^,barman,7
ipc2014,ff1,eager,FIFO,hsS^,visitall,4
ipc2014,ff1,eager,FIFO,hsS^,transport,0
ipc2014,ff1,eager,FIFO,hsS^,thoughtful,11
ipc2014,ff1,eager,FIFO,hsS^,tetris,11
ipc2014,ff1,eager,FIFO,hsS^,parking,8
ipc2014,ff1,eager,FIFO,hsS^,openstacks,15
ipc2014,ff1,eager,FIFO,hsS^,maintenance,6
ipc2014,ff1,eager,FIFO,hsS^,hiking,20
ipc2014,ff1,eager,FIFO,hsS^,ged,13
ipc2014,ff1,eager,FIFO,hsS^,floortile,2
ipc2014,ff1,eager,FIFO,hsS^,citycar,4
ipc2014,ff1,eager,FIFO,hsS^,childsnack,0
ipc2014,ff1,eager,FIFO,hsS^,cavediving,7
ipc2014,ff1,eager,FIFO,hsS^,barman,8
ipc2014,ff1,eager,FIFO,hsS^,visitall,4
ipc2014,ff1,eager,FIFO,hsS^,transport,0
ipc2014,ff1,eager,FIFO,hsS^,thoughtful,10
ipc2014,ff1,eager,FIFO,hsS^,tetris,11
ipc2014,ff1,eager,FIFO,hsS^,parking,6
ipc2014,ff1,eager,FIFO,hsS^,openstacks,15
ipc2014,ff1,eager,FIFO,hsS^,maintenance,9
ipc2014,ff1,eager,FIFO,hsS^,hiking,20
ipc2014,ff1,eager,FIFO,hsS^,ged,13
ipc2014,ff1,eager,FIFO,hsS^,floortile,2
ipc2014,ff1,eager,FIFO,hsS^,citycar,4
ipc2014,ff1,eager,FIFO,hsS^,childsnack,0
ipc2014,ff1,eager,FIFO,hsS^,cavediving,7
ipc2014,ff1,eager,FIFO,hsS^,barman,5
ipc2014,ff1,eager,FIFO,hsS^,visitall,4
ipc2014,ff1,eager,FIFO,hsS^,transport,0
ipc2014,ff1,eager,FIFO,hsS^,thoughtful,9
ipc2014,ff1,eager,FIFO,hsS^,tetris,11
ipc2014,ff1,eager,FIFO,hsS^,parking,6
ipc2014,ff1,eager,FIFO,hsS^,openstacks,15
ipc2014,ff1,eager,FIFO,hsS^,maintenance,10
ipc2014,ff1,eager,FIFO,hsS^,hiking,20
ipc2014,ff1,eager,FIFO,hsS^,ged,12
ipc2014,ff1,eager,FIFO,hsS^,floortile,2
ipc2014,ff1,eager,FIFO,hsS^,citycar,3
ipc2014,ff1,eager,FIFO,hsS^,childsnack,0
ipc2014,ff1,eager,FIFO,hsS^,cavediving,7
ipc2014,ff1,eager,FIFO,hsS^,barman,7
ipc2014,ff1,eager,FIFO,hsS^,visitall,4
ipc2014,ff1,eager,FIFO,hsS^,transport,0
ipc2014,ff1,eager,FIFO,hsS^,thoughtful,10
ipc2014,ff1,eager,FIFO,hsS^,tetris,11
ipc2014,ff1,eager,FIFO,hsS^,parking,3
ipc2014,ff1,eager,FIFO,hsS^,openstacks,15
ipc2014,ff1,eager,FIFO,hsS^,maintenance,7
ipc2014,ff1,eager,FIFO,hsS^,hiking,20
ipc2014,ff1,eager,FIFO,hsS^,ged,15
ipc2014,ff1,eager,FIFO,hsS^,floortile,2
ipc2014,ff1,eager,FIFO,hsS^,citycar,4
ipc2014,ff1,eager,FIFO,hsS^,childsnack,0
ipc2014,ff1,eager,FIFO,hsS^,cavediving,7
ipc2014,ff1,eager,FIFO,hsS^,barman,6
ipc2014,ff1,eager,FIFO,hsS^,visitall,4
ipc2014,ff1,eager,FIFO,hsS^,transport,0
ipc2014,ff1,eager,FIFO,hsS^,thoughtful,11
ipc2014,ff1,eager,FIFO,hsS^,tetris,14
ipc2014,ff1,eager,FIFO,hsS^,parking,4
ipc2014,ff1,eager,FIFO,hsS^,openstacks,15
ipc2014,ff1,eager,FIFO,hsS^,maintenance,6
ipc2014,ff1,eager,FIFO,hsS^,hiking,20
ipc2014,ff1,eager,FIFO,hsS^,ged,13
ipc2014,ff1,eager,FIFO,hsS^,floortile,2
ipc2014,ff1,eager,FIFO,hsS^,citycar,4
ipc2014,ff1,eager,FIFO,hsS^,childsnack,0
ipc2014,ff1,eager,FIFO,hsS^,cavediving,7
ipc2014,ff1,eager,FIFO,hsS^,barman,5
ipc2014,cg1,lazy,FIFO,hsS^,visitall,2
ipc2014,cg1,lazy,FIFO,hsS^,transport,8
ipc2014,cg1,lazy,FIFO,hsS^,thoughtful,5
ipc2014,cg1,lazy,FIFO,hsS^,tetris,19
ipc2014,cg1,lazy,FIFO,hsS^,parking,9
ipc2014,cg1,lazy,FIFO,hsS^,openstacks,17
ipc2014,cg1,lazy,FIFO,hsS^,maintenance,0
ipc2014,cg1,lazy,FIFO,hsS^,hiking,18
ipc2014,cg1,lazy,FIFO,hsS^,ged,10
ipc2014,cg1,lazy,FIFO,hsS^,floortile,1
ipc2014,cg1,lazy,FIFO,hsS^,citycar,0
ipc2014,cg1,lazy,FIFO,hsS^,childsnack,0
ipc2014,cg1,lazy,FIFO,hsS^,cavediving,7
ipc2014,cg1,lazy,FIFO,hsS^,barman,0
ipc2014,cg1,lazy,FIFO,hsS^,visitall,2
ipc2014,cg1,lazy,FIFO,hsS^,transport,7
ipc2014,cg1,lazy,FIFO,hsS^,thoughtful,5
ipc2014,cg1,lazy,FIFO,hsS^,tetris,19
ipc2014,cg1,lazy,FIFO,hsS^,parking,7
ipc2014,cg1,lazy,FIFO,hsS^,openstacks,15
ipc2014,cg1,lazy,FIFO,hsS^,maintenance,0
ipc2014,cg1,lazy,FIFO,hsS^,hiking,19
ipc2014,cg1,lazy,FIFO,hsS^,ged,8
ipc2014,cg1,lazy,FIFO,hsS^,floortile,0
ipc2014,cg1,lazy,FIFO,hsS^,citycar,0
ipc2014,cg1,lazy,FIFO,hsS^,childsnack,0
ipc2014,cg1,lazy,FIFO,hsS^,cavediving,7
ipc2014,cg1,lazy,FIFO,hsS^,barman,0
ipc2014,cg1,lazy,FIFO,hsS^,visitall,2
ipc2014,cg1,lazy,FIFO,hsS^,transport,8
ipc2014,cg1,lazy,FIFO,hsS^,thoughtful,5
ipc2014,cg1,lazy,FIFO,hsS^,tetris,19
ipc2014,cg1,lazy,FIFO,hsS^,parking,11
ipc2014,cg1,lazy,FIFO,hsS^,openstacks,15
ipc2014,cg1,lazy,FIFO,hsS^,maintenance,0
ipc2014,cg1,lazy,FIFO,hsS^,hiking,18
ipc2014,cg1,lazy,FIFO,hsS^,ged,8
ipc2014,cg1,lazy,FIFO,hsS^,floortile,0
ipc2014,cg1,lazy,FIFO,hsS^,citycar,0
ipc2014,cg1,lazy,FIFO,hsS^,childsnack,0
ipc2014,cg1,lazy,FIFO,hsS^,cavediving,7
ipc2014,cg1,lazy,FIFO,hsS^,barman,0
ipc2014,cg1,lazy,FIFO,hsS^,visitall,2
ipc2014,cg1,lazy,FIFO,hsS^,transport,7
ipc2014,cg1,lazy,FIFO,hsS^,thoughtful,4
ipc2014,cg1,lazy,FIFO,hsS^,tetris,19
ipc2014,cg1,lazy,FIFO,hsS^,parking,8
ipc2014,cg1,lazy,FIFO,hsS^,openstacks,17
ipc2014,cg1,lazy,FIFO,hsS^,maintenance,0
ipc2014,cg1,lazy,FIFO,hsS^,hiking,17
ipc2014,cg1,lazy,FIFO,hsS^,ged,8
ipc2014,cg1,lazy,FIFO,hsS^,floortile,0
ipc2014,cg1,lazy,FIFO,hsS^,citycar,0
ipc2014,cg1,lazy,FIFO,hsS^,childsnack,0
ipc2014,cg1,lazy,FIFO,hsS^,cavediving,7
ipc2014,cg1,lazy,FIFO,hsS^,barman,0
ipc2014,cg1,lazy,FIFO,hsS^,visitall,2
ipc2014,cg1,lazy,FIFO,hsS^,transport,8
ipc2014,cg1,lazy,FIFO,hsS^,thoughtful,5
ipc2014,cg1,lazy,FIFO,hsS^,tetris,20
ipc2014,cg1,lazy,FIFO,hsS^,parking,6
ipc2014,cg1,lazy,FIFO,hsS^,openstacks,13
ipc2014,cg1,lazy,FIFO,hsS^,maintenance,1
ipc2014,cg1,lazy,FIFO,hsS^,hiking,19
ipc2014,cg1,lazy,FIFO,hsS^,ged,7
ipc2014,cg1,lazy,FIFO,hsS^,floortile,0
ipc2014,cg1,lazy,FIFO,hsS^,citycar,0
ipc2014,cg1,lazy,FIFO,hsS^,childsnack,0
ipc2014,cg1,lazy,FIFO,hsS^,cavediving,6
ipc2014,cg1,lazy,FIFO,hsS^,barman,0
ipc2014,cg1,lazy,FIFO,hsS^,visitall,2
ipc2014,cg1,lazy,FIFO,hsS^,transport,6
ipc2014,cg1,lazy,FIFO,hsS^,thoughtful,4
ipc2014,cg1,lazy,FIFO,hsS^,tetris,18
ipc2014,cg1,lazy,FIFO,hsS^,parking,8
ipc2014,cg1,lazy,FIFO,hsS^,openstacks,17
ipc2014,cg1,lazy,FIFO,hsS^,maintenance,1
ipc2014,cg1,lazy,FIFO,hsS^,hiking,18
ipc2014,cg1,lazy,FIFO,hsS^,ged,7
ipc2014,cg1,lazy,FIFO,hsS^,floortile,0
ipc2014,cg1,lazy,FIFO,hsS^,citycar,0
ipc2014,cg1,lazy,FIFO,hsS^,childsnack,0
ipc2014,cg1,lazy,FIFO,hsS^,cavediving,7
ipc2014,cg1,lazy,FIFO,hsS^,barman,0
ipc2014,cg1,lazy,FIFO,hsS^,visitall,2
ipc2014,cg1,lazy,FIFO,hsS^,transport,7
ipc2014,cg1,lazy,FIFO,hsS^,thoughtful,4
ipc2014,cg1,lazy,FIFO,hsS^,tetris,19
ipc2014,cg1,lazy,FIFO,hsS^,parking,6
ipc2014,cg1,lazy,FIFO,hsS^,openstacks,16
ipc2014,cg1,lazy,FIFO,hsS^,maintenance,0
ipc2014,cg1,lazy,FIFO,hsS^,hiking,19
ipc2014,cg1,lazy,FIFO,hsS^,ged,6
ipc2014,cg1,lazy,FIFO,hsS^,floortile,0
ipc2014,cg1,lazy,FIFO,hsS^,citycar,0
ipc2014,cg1,lazy,FIFO,hsS^,childsnack,0
ipc2014,cg1,lazy,FIFO,hsS^,cavediving,7
ipc2014,cg1,lazy,FIFO,hsS^,barman,0
ipc2014,cg1,lazy,FIFO,hsS^,visitall,2
ipc2014,cg1,lazy,FIFO,hsS^,transport,7
ipc2014,cg1,lazy,FIFO,hsS^,thoughtful,6
ipc2014,cg1,lazy,FIFO,hsS^,tetris,20
ipc2014,cg1,lazy,FIFO,hsS^,parking,8
ipc2014,cg1,lazy,FIFO,hsS^,openstacks,17
ipc2014,cg1,lazy,FIFO,hsS^,maintenance,0
ipc2014,cg1,lazy,FIFO,hsS^,hiking,19
ipc2014,cg1,lazy,FIFO,hsS^,ged,10
ipc2014,cg1,lazy,FIFO,hsS^,floortile,0
ipc2014,cg1,lazy,FIFO,hsS^,citycar,0
ipc2014,cg1,lazy,FIFO,hsS^,childsnack,0
ipc2014,cg1,lazy,FIFO,hsS^,cavediving,7
ipc2014,cg1,lazy,FIFO,hsS^,barman,0
ipc2014,cg1,lazy,FIFO,hsS^,visitall,2
ipc2014,cg1,lazy,FIFO,hsS^,transport,7
ipc2014,cg1,lazy,FIFO,hsS^,thoughtful,4
ipc2014,cg1,lazy,FIFO,hsS^,tetris,19
ipc2014,cg1,lazy,FIFO,hsS^,parking,6
ipc2014,cg1,lazy,FIFO,hsS^,openstacks,15
ipc2014,cg1,lazy,FIFO,hsS^,maintenance,0
ipc2014,cg1,lazy,FIFO,hsS^,hiking,18
ipc2014,cg1,lazy,FIFO,hsS^,ged,10
ipc2014,cg1,lazy,FIFO,hsS^,floortile,0
ipc2014,cg1,lazy,FIFO,hsS^,citycar,0
ipc2014,cg1,lazy,FIFO,hsS^,childsnack,0
ipc2014,cg1,lazy,FIFO,hsS^,cavediving,7
ipc2014,cg1,lazy,FIFO,hsS^,barman,0
ipc2014,cg1,lazy,FIFO,hsS^,visitall,2
ipc2014,cg1,lazy,FIFO,hsS^,transport,6
ipc2014,cg1,lazy,FIFO,hsS^,thoughtful,5
ipc2014,cg1,lazy,FIFO,hsS^,tetris,20
ipc2014,cg1,lazy,FIFO,hsS^,parking,7
ipc2014,cg1,lazy,FIFO,hsS^,openstacks,16
ipc2014,cg1,lazy,FIFO,hsS^,maintenance,0
ipc2014,cg1,lazy,FIFO,hsS^,hiking,20
ipc2014,cg1,lazy,FIFO,hsS^,ged,8
ipc2014,cg1,lazy,FIFO,hsS^,floortile,0
ipc2014,cg1,lazy,FIFO,hsS^,citycar,0
ipc2014,cg1,lazy,FIFO,hsS^,childsnack,0
ipc2014,cg1,lazy,FIFO,hsS^,cavediving,7
ipc2014,cg1,lazy,FIFO,hsS^,barman,0
ipc2014,cg1,eager,FIFO,hsS^,visitall,2
ipc2014,cg1,eager,FIFO,hsS^,transport,7
ipc2014,cg1,eager,FIFO,hsS^,thoughtful,5
ipc2014,cg1,eager,FIFO,hsS^,tetris,18
ipc2014,cg1,eager,FIFO,hsS^,parking,8
ipc2014,cg1,eager,FIFO,hsS^,openstacks,3
ipc2014,cg1,eager,FIFO,hsS^,maintenance,15
ipc2014,cg1,eager,FIFO,hsS^,hiking,18
ipc2014,cg1,eager,FIFO,hsS^,ged,5
ipc2014,cg1,eager,FIFO,hsS^,floortile,0
ipc2014,cg1,eager,FIFO,hsS^,citycar,1
ipc2014,cg1,eager,FIFO,hsS^,childsnack,0
ipc2014,cg1,eager,FIFO,hsS^,cavediving,7
ipc2014,cg1,eager,FIFO,hsS^,barman,0
ipc2014,cg1,eager,FIFO,hsS^,visitall,2
ipc2014,cg1,eager,FIFO,hsS^,transport,7
ipc2014,cg1,eager,FIFO,hsS^,thoughtful,6
ipc2014,cg1,eager,FIFO,hsS^,tetris,19
ipc2014,cg1,eager,FIFO,hsS^,parking,12
ipc2014,cg1,eager,FIFO,hsS^,openstacks,2
ipc2014,cg1,eager,FIFO,hsS^,maintenance,14
ipc2014,cg1,eager,FIFO,hsS^,hiking,19
ipc2014,cg1,eager,FIFO,hsS^,ged,5
ipc2014,cg1,eager,FIFO,hsS^,floortile,0
ipc2014,cg1,eager,FIFO,hsS^,citycar,0
ipc2014,cg1,eager,FIFO,hsS^,childsnack,0
ipc2014,cg1,eager,FIFO,hsS^,cavediving,6
ipc2014,cg1,eager,FIFO,hsS^,barman,0
ipc2014,cg1,eager,FIFO,hsS^,visitall,2
ipc2014,cg1,eager,FIFO,hsS^,transport,6
ipc2014,cg1,eager,FIFO,hsS^,thoughtful,6
ipc2014,cg1,eager,FIFO,hsS^,tetris,19
ipc2014,cg1,eager,FIFO,hsS^,parking,12
ipc2014,cg1,eager,FIFO,hsS^,openstacks,3
ipc2014,cg1,eager,FIFO,hsS^,maintenance,13
ipc2014,cg1,eager,FIFO,hsS^,hiking,20
ipc2014,cg1,eager,FIFO,hsS^,ged,4
ipc2014,cg1,eager,FIFO,hsS^,floortile,0
ipc2014,cg1,eager,FIFO,hsS^,citycar,0
ipc2014,cg1,eager,FIFO,hsS^,childsnack,0
ipc2014,cg1,eager,FIFO,hsS^,cavediving,7
ipc2014,cg1,eager,FIFO,hsS^,barman,0
ipc2014,cg1,eager,FIFO,hsS^,visitall,2
ipc2014,cg1,eager,FIFO,hsS^,transport,6
ipc2014,cg1,eager,FIFO,hsS^,thoughtful,5
ipc2014,cg1,eager,FIFO,hsS^,tetris,19
ipc2014,cg1,eager,FIFO,hsS^,parking,10
ipc2014,cg1,eager,FIFO,hsS^,openstacks,2
ipc2014,cg1,eager,FIFO,hsS^,maintenance,15
ipc2014,cg1,eager,FIFO,hsS^,hiking,18
ipc2014,cg1,eager,FIFO,hsS^,ged,5
ipc2014,cg1,eager,FIFO,hsS^,floortile,0
ipc2014,cg1,eager,FIFO,hsS^,citycar,0
ipc2014,cg1,eager,FIFO,hsS^,childsnack,0
ipc2014,cg1,eager,FIFO,hsS^,cavediving,7
ipc2014,cg1,eager,FIFO,hsS^,barman,0
ipc2014,cg1,eager,FIFO,hsS^,visitall,2
ipc2014,cg1,eager,FIFO,hsS^,transport,7
ipc2014,cg1,eager,FIFO,hsS^,thoughtful,4
ipc2014,cg1,eager,FIFO,hsS^,tetris,19
ipc2014,cg1,eager,FIFO,hsS^,parking,10
ipc2014,cg1,eager,FIFO,hsS^,openstacks,3
ipc2014,cg1,eager,FIFO,hsS^,maintenance,12
ipc2014,cg1,eager,FIFO,hsS^,hiking,18
ipc2014,cg1,eager,FIFO,hsS^,ged,6
ipc2014,cg1,eager,FIFO,hsS^,floortile,0
ipc2014,cg1,eager,FIFO,hsS^,citycar,0
ipc2014,cg1,eager,FIFO,hsS^,childsnack,0
ipc2014,cg1,eager,FIFO,hsS^,cavediving,7
ipc2014,cg1,eager,FIFO,hsS^,barman,0
ipc2014,cg1,eager,FIFO,hsS^,visitall,2
ipc2014,cg1,eager,FIFO,hsS^,transport,6
ipc2014,cg1,eager,FIFO,hsS^,thoughtful,5
ipc2014,cg1,eager,FIFO,hsS^,tetris,19
ipc2014,cg1,eager,FIFO,hsS^,parking,9
ipc2014,cg1,eager,FIFO,hsS^,openstacks,3
ipc2014,cg1,eager,FIFO,hsS^,maintenance,16
ipc2014,cg1,eager,FIFO,hsS^,hiking,18
ipc2014,cg1,eager,FIFO,hsS^,ged,5
ipc2014,cg1,eager,FIFO,hsS^,floortile,0
ipc2014,cg1,eager,FIFO,hsS^,citycar,0
ipc2014,cg1,eager,FIFO,hsS^,childsnack,0
ipc2014,cg1,eager,FIFO,hsS^,cavediving,7
ipc2014,cg1,eager,FIFO,hsS^,barman,0
ipc2014,cg1,eager,FIFO,hsS^,visitall,3
ipc2014,cg1,eager,FIFO,hsS^,transport,8
ipc2014,cg1,eager,FIFO,hsS^,thoughtful,5
ipc2014,cg1,eager,FIFO,hsS^,tetris,19
ipc2014,cg1,eager,FIFO,hsS^,parking,11
ipc2014,cg1,eager,FIFO,hsS^,openstacks,2
ipc2014,cg1,eager,FIFO,hsS^,maintenance,13
ipc2014,cg1,eager,FIFO,hsS^,hiking,19
ipc2014,cg1,eager,FIFO,hsS^,ged,6
ipc2014,cg1,eager,FIFO,hsS^,floortile,0
ipc2014,cg1,eager,FIFO,hsS^,citycar,1
ipc2014,cg1,eager,FIFO,hsS^,childsnack,0
ipc2014,cg1,eager,FIFO,hsS^,cavediving,7
ipc2014,cg1,eager,FIFO,hsS^,barman,0
ipc2014,cg1,eager,FIFO,hsS^,visitall,2
ipc2014,cg1,eager,FIFO,hsS^,transport,6
ipc2014,cg1,eager,FIFO,hsS^,thoughtful,6
ipc2014,cg1,eager,FIFO,hsS^,tetris,20
ipc2014,cg1,eager,FIFO,hsS^,parking,11
ipc2014,cg1,eager,FIFO,hsS^,openstacks,3
ipc2014,cg1,eager,FIFO,hsS^,maintenance,14
ipc2014,cg1,eager,FIFO,hsS^,hiking,20
ipc2014,cg1,eager,FIFO,hsS^,ged,5
ipc2014,cg1,eager,FIFO,hsS^,floortile,1
ipc2014,cg1,eager,FIFO,hsS^,citycar,0
ipc2014,cg1,eager,FIFO,hsS^,childsnack,0
ipc2014,cg1,eager,FIFO,hsS^,cavediving,7
ipc2014,cg1,eager,FIFO,hsS^,barman,0
ipc2014,cg1,eager,FIFO,hsS^,visitall,2
ipc2014,cg1,eager,FIFO,hsS^,transport,7
ipc2014,cg1,eager,FIFO,hsS^,thoughtful,5
ipc2014,cg1,eager,FIFO,hsS^,tetris,19
ipc2014,cg1,eager,FIFO,hsS^,parking,9
ipc2014,cg1,eager,FIFO,hsS^,openstacks,3
ipc2014,cg1,eager,FIFO,hsS^,maintenance,12
ipc2014,cg1,eager,FIFO,hsS^,hiking,19
ipc2014,cg1,eager,FIFO,hsS^,ged,6
ipc2014,cg1,eager,FIFO,hsS^,floortile,0
ipc2014,cg1,eager,FIFO,hsS^,citycar,1
ipc2014,cg1,eager,FIFO,hsS^,childsnack,0
ipc2014,cg1,eager,FIFO,hsS^,cavediving,7
ipc2014,cg1,eager,FIFO,hsS^,barman,0
ipc2014,cg1,eager,FIFO,hsS^,visitall,2
ipc2014,cg1,eager,FIFO,hsS^,transport,7
ipc2014,cg1,eager,FIFO,hsS^,thoughtful,4
ipc2014,cg1,eager,FIFO,hsS^,tetris,19
ipc2014,cg1,eager,FIFO,hsS^,parking,13
ipc2014,cg1,eager,FIFO,hsS^,openstacks,3
ipc2014,cg1,eager,FIFO,hsS^,maintenance,13
ipc2014,cg1,eager,FIFO,hsS^,hiking,20
ipc2014,cg1,eager,FIFO,hsS^,ged,6
ipc2014,cg1,eager,FIFO,hsS^,floortile,0
ipc2014,cg1,eager,FIFO,hsS^,citycar,0
ipc2014,cg1,eager,FIFO,hsS^,childsnack,0
ipc2014,cg1,eager,FIFO,hsS^,cavediving,7
ipc2014,cg1,eager,FIFO,hsS^,barman,0
ipc2011,ff1,lazy,FIFO,hsS^,woodworking,19
ipc2011,ff1,lazy,FIFO,hsS^,visitall,13
ipc2011,ff1,lazy,FIFO,hsS^,transport,0
ipc2011,ff1,lazy,FIFO,hsS^,tidybot,16
ipc2011,ff1,lazy,FIFO,hsS^,sokoban,18
ipc2011,ff1,lazy,FIFO,hsS^,scanalyzer,19
ipc2011,ff1,lazy,FIFO,hsS^,pegsol,20
ipc2011,ff1,lazy,FIFO,hsS^,parking,17
ipc2011,ff1,lazy,FIFO,hsS^,parcprinter,15
ipc2011,ff1,lazy,FIFO,hsS^,openstacks,20
ipc2011,ff1,lazy,FIFO,hsS^,nomystery,5
ipc2011,ff1,lazy,FIFO,hsS^,floortile,4
ipc2011,ff1,lazy,FIFO,hsS^,elevators,20
ipc2011,ff1,lazy,FIFO,hsS^,barman,14
ipc2011,ff1,lazy,FIFO,hsS^,woodworking,16
ipc2011,ff1,lazy,FIFO,hsS^,visitall,11
ipc2011,ff1,lazy,FIFO,hsS^,transport,1
ipc2011,ff1,lazy,FIFO,hsS^,tidybot,15
ipc2011,ff1,lazy,FIFO,hsS^,sokoban,18
ipc2011,ff1,lazy,FIFO,hsS^,scanalyzer,19
ipc2011,ff1,lazy,FIFO,hsS^,pegsol,20
ipc2011,ff1,lazy,FIFO,hsS^,parking,19
ipc2011,ff1,lazy,FIFO,hsS^,parcprinter,16
ipc2011,ff1,lazy,FIFO,hsS^,openstacks,19
ipc2011,ff1,lazy,FIFO,hsS^,nomystery,6
ipc2011,ff1,lazy,FIFO,hsS^,floortile,5
ipc2011,ff1,lazy,FIFO,hsS^,elevators,19
ipc2011,ff1,lazy,FIFO,hsS^,barman,13
ipc2011,ff1,lazy,FIFO,hsS^,woodworking,18
ipc2011,ff1,lazy,FIFO,hsS^,visitall,11
ipc2011,ff1,lazy,FIFO,hsS^,transport,2
ipc2011,ff1,lazy,FIFO,hsS^,tidybot,17
ipc2011,ff1,lazy,FIFO,hsS^,sokoban,18
ipc2011,ff1,lazy,FIFO,hsS^,scanalyzer,20
ipc2011,ff1,lazy,FIFO,hsS^,pegsol,20
ipc2011,ff1,lazy,FIFO,hsS^,parking,16
ipc2011,ff1,lazy,FIFO,hsS^,parcprinter,13
ipc2011,ff1,lazy,FIFO,hsS^,openstacks,18
ipc2011,ff1,lazy,FIFO,hsS^,nomystery,5
ipc2011,ff1,lazy,FIFO,hsS^,floortile,6
ipc2011,ff1,lazy,FIFO,hsS^,elevators,20
ipc2011,ff1,lazy,FIFO,hsS^,barman,17
ipc2011,ff1,lazy,FIFO,hsS^,woodworking,16
ipc2011,ff1,lazy,FIFO,hsS^,visitall,13
ipc2011,ff1,lazy,FIFO,hsS^,transport,1
ipc2011,ff1,lazy,FIFO,hsS^,tidybot,17
ipc2011,ff1,lazy,FIFO,hsS^,sokoban,17
ipc2011,ff1,lazy,FIFO,hsS^,scanalyzer,20
ipc2011,ff1,lazy,FIFO,hsS^,pegsol,20
ipc2011,ff1,lazy,FIFO,hsS^,parking,16
ipc2011,ff1,lazy,FIFO,hsS^,parcprinter,12
ipc2011,ff1,lazy,FIFO,hsS^,openstacks,18
ipc2011,ff1,lazy,FIFO,hsS^,nomystery,6
ipc2011,ff1,lazy,FIFO,hsS^,floortile,2
ipc2011,ff1,lazy,FIFO,hsS^,elevators,20
ipc2011,ff1,lazy,FIFO,hsS^,barman,13
ipc2011,ff1,lazy,FIFO,hsS^,woodworking,15
ipc2011,ff1,lazy,FIFO,hsS^,visitall,12
ipc2011,ff1,lazy,FIFO,hsS^,transport,2
ipc2011,ff1,lazy,FIFO,hsS^,tidybot,15
ipc2011,ff1,lazy,FIFO,hsS^,sokoban,17
ipc2011,ff1,lazy,FIFO,hsS^,scanalyzer,20
ipc2011,ff1,lazy,FIFO,hsS^,pegsol,20
ipc2011,ff1,lazy,FIFO,hsS^,parking,18
ipc2011,ff1,lazy,FIFO,hsS^,parcprinter,15
